Year;Tm;Player;Age;PER;TS%;TRB%;AST%;STL%
1990;ATL;Alexander Volkov;25;11.9;0.53;7.3;12.3;1.9
1990;IND;Rickey Green;35;10.9;0.481;3.4;26.4;2.7
1990;SAC;Antoine Carr;28;18.8;0.549;10.6;12.1;0.8
1990;HOU;Anthony Bowie;26;8.8;0.448;6.8;13.9;2.2
1990;DEN;Eddie Hughes;29;8.3;0.482;4.1;15.4;2.5
1990;CLE;Randolph Keys;23;9.8;0.462;8.6;6.8;2.2
1990;GSW;Winston Garland;25;9.1;0.428;6.6;23.1;2.4
1990;SAS;Caldwell Jones;39;7.2;0.516;14.6;2.9;1.1
1990;MIA;Terry Davis;22;9;0.496;14.3;3.9;1.3
1990;CHI;Will Perdue;24;9.1;0.469;14.3;6.8;1.1
1990;LAC;Winston Garland;25;10.6;0.489;6.8;24;1.7
1990;HOU;Vernon Maxwell;24;13;0.503;5.3;24.1;2.3
1990;MIA;Jon Sundvold;28;11.2;0.498;4.5;17.1;1.4
1990;SAC;Pervis Ellison;22;10.3;0.475;12.8;10.6;0.9
1990;UTA;Delaney Rudd;27;8.6;0.483;3.8;29.4;1.3
1990;WSB;Melvin Turpin;29;12.8;0.574;14.6;4.3;0.9
1990;DAL;Bill Wennington;26;10.6;0.506;13.8;7.3;1.2
1990;WSB;Tom Hammonds;22;10.5;0.475;11.3;8.5;0.7
1990;ATL;Antoine Carr;28;13.7;0.572;10.7;9.3;0.9
1990;NJN;Roy Hinson;28;15.2;0.57;11.5;4.5;0.9
1990;UTA;Eric Leckner;23;12.1;0.613;14.7;3.7;1
1990;NYK;Maurice Cheeks;33;17.1;0.65;5.4;27;2.7
1990;SAC;Randy Allen;25;8.4;0.456;10.5;4.4;1.1
1990;MIN;Donald Royal;23;15.2;0.566;11;9.4;2.3
1990;PHO;Kenny Battle;25;12.2;0.587;9.3;6.8;2.3
1990;LAC;David Rivers;25;9.9;0.473;6.7;29.4;2.1
1990;CHH;Randolph Keys;23;12.3;0.488;9.1;10.7;2
1990;DEN;Joe Barry Carroll;31;13.8;0.465;14;10.4;1.8
1990;DAL;Randy White;22;7.4;0.407;13.9;4.3;1.7
1990;CLE;Chris Dudley;24;8.7;0.388;16.6;4.2;1.4
1990;SAC;Sedric Toney;27;7.1;0.432;3.8;23.8;1.7
1990;PHO;Greg Grant;23;9.7;0.43;4.8;32.2;2.5
1990;CLE;Tree Rollins;34;8.8;0.473;12.7;4.9;1
1990;ATL;Kenny Smith;24;14.5;0.548;3.2;29.2;1.6
1990;NJN;Chris Dudley;24;10.3;0.419;17.4;4;1.6
1990;DEN;T.R. Dunn;34;9.8;0.499;11;7.5;2.8
1990;DAL;Anthony Jones;27;7.6;0.435;7.2;6.3;2.5
1990;ORL;Morlon Wiley;23;11.3;0.51;4.3;24.5;3.3
1990;MIL;Tony Brown;29;8.2;0.475;6.5;9;2.5
1990;WSB;John Williams;23;17.6;0.526;11.6;18.9;1.6
1990;BOS;Michael Smith;24;14.2;0.52;8.9;18.6;0.7
1990;PHO;Tim Perry;24;13.5;0.541;13.6;3.8;1.6
1990;CHH;Richard Anderson;29;13.3;0.522;11.9;13.4;1.6
1990;GSW;Jim Petersen;27;9;0.497;14.4;5;1.3
1990;PHI;Bob Thornton;27;6.1;0.457;12.7;3.7;1.7
1990;MIN;Brad Lohaus;25;11.8;0.492;11.2;17.1;1.3
1990;LAC;Ken Bannister;29;7.6;0.492;10.9;4.3;1.4
1990;SEA;Brad Sellers;27;9.9;0.483;7;7.5;0.9
1990;SEA;Avery Johnson;24;11.6;0.439;4.4;36.4;2.3
1990;NYK;Kiki Vandeweghe;31;12.5;0.512;5.2;10.6;1.3
1990;POR;Mark Bryant;24;9.1;0.48;14.1;3;1.5
1990;MIA;Scott Haffner;23;8.3;0.43;5;20.4;1.1
1990;CHH;Brian Rowsom;24;13.6;0.522;13.3;5.7;1.6
1990;MIL;Randy Breuer;29;11.6;0.489;13.1;3.4;0.8
1990;IND;Randy Wittman;30;6.9;0.522;3.2;9.7;0.6
1990;NJN;Pete Myers;26;10.8;0.471;6.7;27.7;1.8
1990;CLE;Reggie Williams;25;7.8;0.424;6.2;10.9;2.1
1990;BOS;Charles Smith;22;13.3;0.514;7.3;25.1;3.3
1990;SAS;Johnny Moore;31;8.1;0.428;5.7;20.7;3
1990;CHI;Ed Nealy;29;11.1;0.591;16.2;6.8;1.6
1990;HOU;Derrick Chievous;22;13.5;0.564;8.1;7.9;2.2
1990;SEA;Quintin Dailey;29;10;0.459;6.1;10.3;1.2
1990;POR;Byron Irvin;23;15.6;0.531;8.2;13.7;2.7
1990;GSW;Uwe Blab;27;3.3;0.412;11;6.1;0.1
1990;CHH;Jerry Sichting;33;9.5;0.465;2.3;27.2;1.7
1990;CHH;Stuart Gray;26;10.2;0.509;16;4.9;1.3
1990;LAC;Michael Young;29;16;0.52;10.7;8.2;2.6
1990;CLE;Paul Mokeski;33;7.7;0.455;12.4;5.7;0.9
1990;CHH;Kurt Rambis;31;14.5;0.521;15.2;9;3.5
1990;MIL;Frank Kornet;23;6.1;0.431;9.3;6.3;1.6
1990;CHI;Charles Davis;31;6.7;0.402;11.1;5.6;1.2
1990;SAC;Ralph Sampson;29;5.5;0.392;11.4;9.3;1.7
1990;IND;George McCloud;22;4.6;0.387;5.9;14.7;2.3
1990;WSB;Doug Roth;22;8.2;0.439;15.7;5.9;0.9
1990;CLE;John Morton;22;5.9;0.388;4.5;24.2;2.3
1990;SEA;Jim Farmer;25;15.5;0.51;6.3;9.6;2.1
1990;MIA;Pat Cummings;33;10.5;0.499;13.1;5;1.5
1990;MIL;Larry Krystkowiak;25;7.6;0.423;11.4;8.9;1.3
1990;MIN;Doug West;22;7.5;0.453;11.1;7.5;1.4
1990;WSB;Ed Horton;22;14.5;0.525;15.6;7.3;1.2
1990;HOU;Byron Dinkins;22;10.9;0.471;5.8;27.3;2.5
1990;NJN;Derrick Gervin;26;22.9;0.531;10.2;4.5;2.9
1990;DET;Gerald Henderson;34;13.6;0.609;5.3;25.4;1.2
1990;HOU;Adrian Caldwell;23;9.5;0.549;17.4;2.8;1.6
1990;SAC;Henry Turner;23;14.2;0.518;9;10.7;2.7
1990;PHI;Kurt Nimphius;31;7.9;0.432;11;2.6;0.6
1990;IND;Greg Dreiling;27;6;0.478;16.6;3.3;0.6
1990;MIL;Ben Coleman;28;12.2;0.548;16.4;5.6;1.1
1990;CHH;Micheal Williams;23;20;0.588;5.8;39.9;3.6
1990;DAL;Steve Alford;25;18.7;0.544;4.7;21.2;2.5
1990;ATL;Sedric Toney;27;10.1;0.53;2.8;23.9;1.8
1990;PHO;Mike McGee;30;9.8;0.53;7.1;7.7;1.4
1990;UTA;Eric Johnson;23;4.6;0.295;6;30.7;3.1
1990;PHO;Armen Gilliam;25;14.4;0.491;14.4;4.3;1.1
1990;CLE;Ron Harper;26;21.3;0.493;10.3;32.5;2.7
1990;PHI;Jay Vincent;30;13.2;0.511;7.9;4.5;1.9
1990;GSW;Kelvin Upshaw;27;16.1;0.544;5.9;15.1;4.5
1990;DET;William Bedford;26;9.5;0.438;13.4;2.6;0.6
1990;SEA;Steve Johnson;32;11.8;0.555;12.1;9.8;0.6
1990;MIL;Tito Horford;24;5.1;0.351;14.3;1.1;1
1990;PHI;Kenny Payne;23;10.7;0.492;6.8;7.1;1.6
1990;NYK;Pete Myers;26;7.1;0.392;7.5;21.2;3.5
1990;DET;Dave Greenwood;32;10.9;0.463;21.6;8;1
1990;LAL;Jay Vincent;30;10.2;0.54;7.4;7.6;2
1990;NJN;Leon Wood;27;10.9;0.446;3.2;32.6;1.5
1990;NYK;Brian Quinnett;23;3.9;0.337;8.1;7.4;0.8
1990;LAL;Mark McNamara;30;11.3;0.492;19;2.4;0.5
1990;CHI;Jeff Sanders;24;2.5;0.335;12.7;6;1.1
1990;SAS;Zarko Paspalj;23;4.3;0.406;9.3;7.8;0.8
1990;DET;Scott Hastings;29;7;0.492;11;6.2;0.9
1990;IND;Calvin Natt;33;14.4;0.701;12.5;7.5;0.3
1990;ATL;Roy Marble;23;5.5;0.36;8.5;8.9;2.2
1990;NJN;Jaren Jackson;22;10.8;0.428;8;12.6;3.9
1990;PHO;Mike Morrison;22;4.2;0.443;7.2;9.7;0.6
1990;SEA;Scott Meents;26;11.9;0.508;11.9;6.4;1.4
1990;GSW;Chris Welp;26;9.6;0.52;13.5;3.6;1.6
1990;CHH;Dave Hoppen;25;7.7;0.441;15.1;6.3;0.7
1990;LAC;Reggie Williams;25;12.6;0.453;6.4;11.1;3.3
1990;BOS;Kelvin Upshaw;27;4.2;0.36;5.5;26.3;0.7
1990;MIL;Gerald Henderson;34;7.4;0.502;5.3;13.1;3
1990;NJN;Stanley Brundy;22;10.1;0.488;10.8;3.4;2.3
1990;MIN;Gary Leonard;22;6.2;0.431;12.8;1.2;1.2
1990;HOU;Tim McCormick;27;2.6;0.401;12.3;3.3;1.2
1990;NJN;Jay Taylor;22;9.5;0.456;5.1;7.1;2.1
1990;HOU;Lewis Lloyd;30;14.4;0.577;8.4;15.6;1.3
1990;MIN;Brad Sellers;27;6;0.383;10.1;1.5;2.8
1990;MIA;Jim Rowinski;29;13.2;0.576;14.3;6.1;0.4
1990;PHI;Lanard Copeland;24;10;0.499;5.2;14;0.5
1990;IND;Dyron Nix;22;8.2;0.424;14;6.4;1.4
1990;CHH;Mike Holton;28;2.9;0.539;1;21;0.4
1990;NJN;Anthony Mason;23;6.9;0.397;16.7;9.7;0.9
1990;GSW;Mike Smrek;27;7.1;0.394;16.9;1.2;1.7
1990;LAC;Carlton McKinney;25;0.6;0.267;6.6;8.8;2.8
1990;CLE;Derrick Chievous;22;11.9;0.466;8.5;6.2;1.5
1990;GSW;Marques Johnson;33;8.5;0.507;9.2;11.9;0
1990;NYK;Stuart Gray;26;-0.2;0.365;8.3;2.6;1.6
1990;LAC;Steve Harris;26;6;0.371;6.1;1.6;3.6
1990;CHH;Terry Dozier;23;5.1;0.36;9.3;4.5;3.2
1990;MIN;Adrian Branch;26;16.9;0.46;13.2;8.8;3.5
1990;SAC;Mike Williams;26;5.8;0.451;14.1;3;1.7
1990;LAC;Jim Les;26;11.3;0.532;4.6;29.8;1.7
1990;POR;Robert Reid;34;7.7;0.424;5.1;12.6;1.1
1990;CHH;Andre Turner;25;10.2;0.411;2;33;4.1
1990;PHO;Tim Legler;23;6.7;0.442;5.3;9.5;1.1
1990;PHI;Corey Gaines;24;6.2;0.363;3.5;39.2;2.5
1990;ORL;Dave Corzine;33;3.2;0.368;12;3.5;1.2
1990;LAL;Steve Bucknall;23;0;0.323;5.3;17.9;1.3
1990;POR;Nate Johnston;23;13.2;0.418;15.4;1.9;1.9
1990;SAS;Reggie Williams;25;12.1;0.47;6.6;12.7;0.7
1990;LAL;Mel McCants;22;5.1;0.373;5.3;4.1;2.3
1990;UTA;Jose Ortiz;26;16;0.475;13.7;20.2;1.6
1990;DAL;Bob McCann;25;12.4;0.479;11;13.7;1.6
1990;CHI;Jack Haley;26;12.3;0.542;18.3;9.4;0
1990;SAC;Michael Jackson;25;8.1;0.367;6.8;17.6;4.3
1990;UTA;Raymond Brown;24;-0.9;0.277;15.7;10.3;0
1990;SAS;Chris Welp;26;-1.9;0.314;12.1;12.2;0.9
1990;GSW;John Shasky;25;2.5;0.3;13.6;2.4;0.9
1990;DET;Stan Kimbrough;23;12.1;0.474;8;14.3;4.1
1990;SAS;Uwe Blab;27;3.1;0.55;10.1;2.7;0
1990;MIL;Mike Dunleavy;35;5.1;0.485;2.7;30.6;1.1
1990;GSW;Alton Lister;31;10.9;0.542;10.7;6.4;1.1
1990;GSW;Leonard Taylor;23;3.8;0.422;17.3;3.1;0
1990;ORL;Jawann Oldham;32;7.6;0.385;22;0;2.6
1990;SAC;Greg Stokes;26;-8.2;0.202;8.3;0;0
1990;NYK;Greg Butler;23;-4.9;0.233;15.1;3.9;0
1990;SAS;Jeff Lebo;23;5.8;0.381;7;11.8;3
1990;DEN;Mike Higgins;22;12.9;0.564;4.9;7.4;1.4
1990;LAC;Andre Turner;25;-4.8;0.154;9.2;12.5;1.6
1990;ATL;Duane Ferrell;24;8.1;0.361;13.9;9.9;1.7
1990;CHI;Clifford Lett;24;-9;0.25;0;4.4;0
1990;MIL;Jerry Sichting;33;-1.7;0.193;0;8.7;0
1990;PHO;Micheal Williams;23;-6.5;0.23;2.1;18.9;0
1990;LAC;Jay Edwards;21;7.8;0.421;4.4;21.3;1.9
1990;NJN;Rick Carlisle;30;-9.2;0.143;0;31.6;2.3
1990;CHH;Ralph Lewis;26;22.2;0.727;17;0;2.4
1990;LAL;Mike Higgins;22;7.5;0.568;3.2;6.4;2.8
1990;PHI;Dexter Shouse;26;-6.8;0;0;12.8;2.8
1990;MIN;Steve Johnson;32;-21.8;0;10.6;7.6;0
1990;ATL;Haywoode Workman;24;26.1;0.773;10.8;16.9;9.4
1990;ATL;Mike Williams;26;-11;0;4.1;0;0
1990;UTA;Nate Johnston;23;19.2;0.463;9;0;0
1990;ATL;Wes Matthews;30;19.6;0.515;0;48.7;0
1990;PHI;Lewis Lloyd;30;-20.4;0.5;0;0;0
1990;LAC;Torgeir Bryn;25;9.1;0.431;11.4;0;9.7
1990;LAL;Jawann Oldham;32;9.7;0.644;6.4;17.3;0
1990;HOU;Chuck Nevitt;30;12.1;1;17.6;16.9;0
1990;DET;Ralph Lewis;26;-17;0;0;0;0
1990;UTA;Jim Les;26;-20.2;0.568;0;19.8;0
1990;DAL;Kelvin Upshaw;27;3;0.333;0;0;0
1990;CLE;Gary Voce;24;19.2;0.333;28;0;0
1990;DAL;Mark Wade;24;21.3;0;0;81.6;0
1991;GSW;Chris Mullin;27;21.4;0.618;7.4;14.9;2.4
1991;UTA;Karl Malone;27;24.8;0.596;17.2;14.7;1.4
1991;GSW;Tim Hardaway;24;20.9;0.547;5.7;36.8;3.1
1991;MIN;Tyrone Corbin;28;16.6;0.499;10.7;17.1;2.6
1991;MIN;Pooh Richardson;24;18.1;0.492;5.3;37.6;2.2
1991;MIN;Sam Mitchell;27;12.3;0.505;9.7;6.3;1.1
1991;PHI;Hersey Hawkins;24;19.4;0.592;5.6;15.3;2.9
1991;NYK;Patrick Ewing;28;23.7;0.561;16.8;14.1;1.3
1991;UTA;John Stockton;28;23.4;0.604;4.5;57.5;3.8
1991;SAS;David Robinson;25;27.4;0.615;19;10.9;2
1991;ATL;Dominique Wilkins;31;23.5;0.555;13;14.4;1.9
1991;DET;Joe Dumars;27;18;0.552;3.5;24.2;1.5
1991;SAS;Sean Elliott;22;14.2;0.564;8.3;11.1;1.1
1991;HOU;Otis Thorpe;28;17.2;0.598;14.8;9.6;1.2
1991;CHI;Michael Jordan;27;31.6;0.605;9.5;25.2;3.7
1991;GSW;Mitch Richmond;25;17.8;0.565;8.2;11.8;1.9
1991;CHI;Scottie Pippen;25;20.6;0.561;11.6;23.5;3.2
1991;LAL;James Worthy;29;18.1;0.531;6.9;15.1;1.8
1991;SAC;Lionel Simmons;22;15.4;0.476;13.3;17.7;1.9
1991;IND;Reggie Miller;25;21.2;0.65;5.4;16.6;1.8
1991;DAL;Rolando Blackman;31;16.6;0.545;4.9;16.8;1.2
1991;NJN;Reggie Theus;33;14.2;0.54;4.1;20.1;1.4
1991;CLE;Brad Daugherty;25;19.9;0.583;16.3;13.9;1.3
1991;LAL;Magic Johnson;31;25.1;0.623;10.9;49.3;1.8
1991;CLE;Larry Nance;31;20.6;0.567;13.6;13.4;1.1
1991;MIN;Tony Campbell;28;16.6;0.494;6.9;12.4;2.2
1991;DAL;Derek Harper;29;19.4;0.543;4.6;30.7;2.6
1991;BOS;Reggie Lewis;25;16.2;0.54;7.9;9.6;1.7
1991;HOU;Vernon Maxwell;25;13.5;0.507;4.4;15.5;2.2
1991;POR;Clyde Drexler;28;22.1;0.563;10.6;25.7;2.4
1991;WSB;Harvey Grant;25;16.5;0.527;10.7;11.2;1.6
1991;DAL;James Donaldson;33;12.3;0.572;14.8;3.5;0.6
1991;PHO;Kevin Johnson;24;23.7;0.604;5.3;40.7;2.8
1991;BOS;Brian Shaw;24;15.5;0.519;7.4;28.1;1.8
1991;CLE;Craig Ehlo;29;12;0.498;8.1;19.5;2.2
1991;DET;Dennis Rodman;29;13.9;0.525;21.3;4.4;1.2
1991;NYK;Charles Oakley;27;13.6;0.585;19.3;10.4;1.1
1991;PHO;Jeff Hornacek;27;17.8;0.587;6.4;21.2;1.9
1991;MIL;Jay Humphries;28;17.4;0.57;4.8;29.7;2.4
1991;ORL;Scott Skiles;26;17.8;0.563;5.4;36.7;1.6
1991;BOS;Kevin Gamble;25;16.3;0.62;5.4;13;1.8
1991;LAC;Charles Smith;25;17.6;0.536;12.1;7.6;1.4
1991;HOU;Kenny Smith;25;18.3;0.599;3.2;30.9;1.9
1991;DET;Bill Laimbeer;33;14.2;0.536;15.8;8.8;0.7
1991;POR;Terry Porter;27;21.7;0.632;5.9;34;2.8
1991;MIA;Glen Rice;23;14.1;0.522;8.1;11.5;1.8
1991;CHI;Horace Grant;25;17.6;0.585;14.7;8.8;1.8
1991;IND;Detlef Schrempf;28;18.6;0.618;14.4;16.2;1.1
1991;LAL;Byron Scott;29;14.2;0.534;5.4;10.3;1.8
1991;NJN;Derrick Coleman;23;17.6;0.527;15.3;9.8;1.3
1991;MIL;Alvin Robertson;28;18.6;0.538;10.5;25.4;4.7
1991;SAS;Willie Anderson;24;13;0.499;7.5;20.2;1.5
1991;ATL;Doc Rivers;29;16.2;0.527;5.3;19.5;2.8
1991;NJN;Mookie Blaylock;23;13.1;0.455;5.1;25.5;3.2
1991;POR;Buck Williams;30;14.3;0.639;16.1;4.9;0.9
1991;UTA;Mark Eaton;34;9.5;0.599;15.2;2.6;0.8
1991;IND;Chuck Person;26;16.1;0.553;9.3;14.7;1.1
1991;MIA;Sherman Douglas;24;18;0.546;4.6;39.2;2.3
1991;DAL;Rodney McCray;29;14.6;0.551;12.5;14.7;1.4
1991;NJN;Chris Morris;25;14.7;0.487;10.7;12.8;2.6
1991;SAC;Antoine Carr;29;18.3;0.554;9.4;14.1;0.9
1991;MIA;Grant Long;24;12.2;0.554;12.6;9.7;2.3
1991;POR;Kevin Duckworth;26;12.7;0.525;11.7;5.1;0.6
1991;LAL;Sam Perkins;29;14.8;0.567;12.5;6.2;1.3
1991;SEA;Derrick McKey;24;15.7;0.575;10.1;9.6;1.8
1991;PHI;Charles Barkley;27;28.9;0.635;15.3;20.6;2.2
1991;UTA;Thurl Bailey;29;12.5;0.513;9.6;7.7;1.1
1991;CHH;Johnny Newman;27;15.1;0.559;5.9;11.9;2
1991;PHO;Tom Chambers;31;16.2;0.513;10.8;11.5;1.2
1991;CHH;J.R. Reid;22;10.8;0.508;11.7;5.3;1.7
1991;UTA;Jeff Malone;29;14.4;0.56;4.9;9.7;1
1991;SEA;Shawn Kemp;21;17.6;0.551;16.6;8.5;1.6
1991;BOS;Robert Parish;37;20.6;0.637;19.3;3.7;1.3
1991;PHI;Rick Mahorn;32;11.8;0.535;14.3;6.8;1.6
1991;NYK;Kiki Vandeweghe;32;14.4;0.582;4.3;7.1;0.9
1991;WSB;Bernard King;34;19.1;0.527;7.3;21.8;1.1
1991;DET;Vinnie Johnson;34;12.8;0.466;6.7;17.8;1.6
1991;SAC;Rory Sparrow;32;12.4;0.524;4.4;24.3;1.8
1991;ATL;Kevin Willis;28;15.3;0.533;16.2;6.3;1.2
1991;POR;Jerome Kersey;28;15.6;0.526;11.3;13.4;2
1991;DEN;Michael Adams;28;22.3;0.53;5.2;39.4;2.6
1991;PHI;Ron Anderson;32;15.5;0.524;8.8;8.2;1.4
1991;ORL;Dennis Scott;22;13;0.504;5.5;9.3;1.3
1991;DEN;Blair Rasmussen;28;11.7;0.473;13.8;3.7;0.9
1991;LAL;Vlade Divac;22;17.7;0.606;16.7;5.8;2.3
1991;LAC;Ken Norman;26;16.4;0.526;11.6;10.9;1.3
1991;WSB;Darrell Walker;29;12.4;0.459;11.8;26.4;1.7
1991;CHH;Muggsy Bogues;26;15.4;0.497;5.4;40.2;2.9
1991;PHO;Dan Majerle;25;16.9;0.552;10;12.9;2.2
1991;HOU;Buck Johnson;27;12.9;0.512;7.7;9.2;1.7
1991;BOS;Larry Bird;34;19.7;0.53;12.3;25.9;2.3
1991;CHI;Bill Cartwright;33;11.5;0.522;12.6;7.1;0.7
1991;PHI;Rickey Green;36;13.1;0.506;3.4;27.4;1.3
1991;SEA;Gary Payton;22;13.2;0.476;6.5;30.8;3.7
1991;MIL;Danny Schayes;31;14.8;0.587;14.3;6.2;1.2
1991;ORL;Greg Kite;29;7.4;0.504;14.4;3.5;0.5
1991;LAC;Danny Manning;24;16.9;0.557;10.4;13.9;2.6
1991;ATL;Spud Webb;27;16.6;0.545;4.3;27.7;2.6
1991;SAS;Terry Cummings;29;16.3;0.514;13.1;11.3;1.4
1991;MIA;Rony Seikaly;25;15.2;0.522;18.3;6.8;1.1
1991;LAL;A.C. Green;27;13.8;0.556;13.8;4.5;1.4
1991;NYK;Gerald Wilkins;27;13.3;0.524;5.5;19.5;1.9
1991;NYK;Maurice Cheeks;34;14.2;0.548;4.6;28.3;3
1991;SAC;Travis Mays;22;12.3;0.526;4.7;18.3;1.9
1991;SEA;Michael Cage;29;12;0.528;15.6;5.4;2
1991;MIL;Fred Roberts;30;13.4;0.583;7.9;9.5;1.5
1991;LAC;Gary Grant;25;12.1;0.476;5.3;38.2;2.4
1991;PHO;Xavier McDaniel;27;14.7;0.532;12.4;10.2;1.1
1991;CHH;Rex Chapman;23;15.1;0.527;5.2;18.8;1.7
1991;MIN;Felton Spencer;23;13.8;0.581;17.7;1.6;1.2
1991;SAS;Rod Strickland;24;16.2;0.538;5.8;31.5;2.7
1991;BOS;Kevin McHale;33;21.2;0.606;12.8;8.8;0.6
1991;SEA;Sedale Threatt;29;15.5;0.556;2.9;19.7;2.7
1991;HOU;Hakeem Olajuwon;28;24.3;0.549;19.9;10.2;2.9
1991;WSB;Haywoode Workman;25;11.5;0.507;6.5;23.5;2.1
1991;GSW;Rod Higgins;31;13.4;0.589;9.6;7.2;1.2
1991;DET;Mark Aguirre;31;16.7;0.526;10.7;11.6;1.2
1991;MIA;Kevin Edwards;25;13.7;0.468;5.7;18.8;3.1
1991;ORL;Nick Anderson;23;15.1;0.51;10.7;8.5;1.8
1991;CHI;John Paxson;30;14;0.596;2.7;19.9;1.6
1991;PHO;Mark West;30;14.6;0.665;15.7;2.4;0.8
1991;IND;LaSalle Thompson;29;11.2;0.512;16.6;10.4;1.6
1991;BOS;Dee Brown;22;13.2;0.523;5.2;22.5;2.1
1991;CHH;Kendall Gill;22;15.4;0.494;7.8;24.5;2.6
1991;WSB;Pervis Ellison;23;15.9;0.542;16.5;7.7;1.2
1991;POR;Clifford Robinson;24;14.1;0.507;10;11;1.9
1991;MIL;Jack Sikma;35;13.7;0.516;13.5;10.7;1.7
1991;ATL;Jon Koncak;27;8.4;0.454;10.6;8.3;1.9
1991;IND;Vern Fleming;28;17.2;0.571;6.4;27.9;1.9
1991;MIA;Willie Burton;22;11.5;0.507;7.6;8.5;1.8
1991;HOU;Larry Smith;33;10.3;0.47;19.6;5.8;2.1
1991;NJN;Sam Bowie;29;14.1;0.486;13.1;11.4;1.1
1991;MIL;Frank Brickowski;31;16.4;0.578;13.3;10.6;2.2
1991;ATL;Moses Malone;35;18.2;0.57;19.1;5.1;0.8
1991;DET;James Edwards;35;12.7;0.533;8.3;5.6;0.3
1991;DAL;Randy White;23;10.8;0.455;15.1;4.9;2.2
1991;ORL;Otis Smith;27;17.2;0.505;11.2;14.5;2.2
1991;ATL;John Battle;28;16.4;0.538;4.7;18.4;1.2
1991;HOU;Sleepy Floyd;30;16.1;0.48;4.6;26.4;2.5
1991;ORL;Jerry Reynolds;28;17.8;0.529;8.8;17;2.5
1991;CLE;Darnell Valentine;31;13.5;0.533;5.4;27.4;2.7
1991;DAL;Herb Williams;32;13.1;0.524;11.1;8.1;0.8
1991;DEN;Orlando Woolridge;31;19.5;0.565;9.3;9.1;1.6
1991;SEA;Eddie Johnson;31;18.4;0.555;7.6;8.5;1.4
1991;DAL;Alex English;37;12.2;0.48;8.3;9.5;1.2
1991;CHI;B.J. Armstrong;23;14.8;0.529;5.1;23.4;2
1991;SAC;Duane Causwell;22;13;0.541;12.9;6.1;1.4
1991;POR;Danny Ainge;31;17;0.574;6.6;23.8;1.8
1991;IND;Micheal Williams;24;19.5;0.608;5.9;28.4;4.2
1991;LAC;Winston Garland;26;12.1;0.48;6.3;25.6;2.7
1991;PHI;Armen Gilliam;26;14.3;0.527;12.1;7.1;1
1991;IND;Rik Smits;24;14.9;0.525;12.1;7.4;0.7
1991;SAS;Paul Pressey;32;11.4;0.545;5.8;21.8;1.8
1991;ORL;Jeff Turner;28;9.7;0.524;11.8;8.5;0.8
1991;CLE;Danny Ferry;24;10.9;0.491;10;13;1.3
1991;DET;Isiah Thomas;29;17.4;0.507;5.5;42.6;2.4
1991;DET;John Salley;26;13.6;0.556;11.3;6.1;1.6
1991;WSB;Ledell Eackles;24;12.9;0.505;4.3;13.1;1.4
1991;UTA;Blue Edwards;25;10.4;0.559;7.3;10.1;1.8
1991;NYK;Mark Jackson;25;18.2;0.545;7.1;42.2;1.9
1991;DEN;Joe Wolf;26;10.1;0.485;11.9;8;1.6
1991;NJN;Chris Dudley;25;12.6;0.439;17.2;3.3;1.2
1991;CHH;Kenny Gattison;26;14.4;0.574;14;4.2;1.5
1991;GSW;Alton Lister;32;10.7;0.509;17.1;7.7;0.6
1991;DEN;Reggie Williams;26;14.6;0.515;7.6;7.2;2.5
1991;PHI;Manute Bol;28;8.4;0.426;12.9;1.7;0.5
1991;CHH;Dell Curry;26;17;0.524;7.5;18;2.4
1991;DEN;Mahmoud Abdul-Rauf;21;12.2;0.448;3.8;19.2;1.5
1991;MIN;Randy Breuer;30;11.4;0.457;13.3;7;1.2
1991;WSB;Charles Jones;33;9.4;0.558;13.1;4;1.7
1991;LAL;Terry Teagle;30;12.8;0.488;7;8.8;1.1
1991;CLE;Chucky Brown;22;12;0.555;8.3;8.4;0.9
1991;MIA;Billy Thompson;27;11.3;0.536;11.8;10.9;1
1991;ORL;Terry Catledge;27;14.5;0.5;13.3;6.3;1.1
1991;SAC;Bill Wennington;27;11;0.479;13.2;7.2;1.6
1991;WSB;A.J. English;23;10.6;0.48;5.6;18;0.9
1991;SEA;Nate McMillan;26;13.9;0.489;10.5;32.8;3.6
1991;DAL;Brad Davis;35;10.3;0.507;4.7;22.8;1.6
1991;MIL;Jeff Grayer;25;11.8;0.474;10.3;12.5;1.7
1991;HOU;David Wood;26;9.6;0.53;9.2;8.8;2
1991;PHI;Andre Turner;26;12.8;0.489;6.1;31.6;2.2
1991;CHH;Mike Gminski;31;14.7;0.505;15.6;6.5;0.8
1991;SAC;Jim Les;27;13.7;0.63;4.5;30.6;2.1
1991;UTA;Mike Brown;27;9.6;0.538;14.3;4.9;1.1
1991;LAC;Ron Harper;27;14.5;0.463;7.3;23.2;2.3
1991;DEN;Jerome Lane;24;12.8;0.443;19.7;10.6;1.6
1991;GSW;Tom Tolbert;25;10.1;0.491;11;7.2;1.2
1991;IND;Mike Sanders;30;8.4;0.446;7.8;10.9;1.3
1991;MIA;Bimbo Coles;22;10.4;0.461;6.3;24.1;2.3
1991;LAC;Benoit Benjamin;26;15.2;0.539;18.9;8.1;0.9
1991;LAC;Jeff Martin;24;10;0.475;5.3;7;1.3
1991;MIL;Ricky Pierce;31;22.7;0.605;5.3;12.7;1.4
1991;ORL;Mark Acres;28;9.2;0.551;14.9;2.5;0.9
1991;CLE;Hot Rod Williams;28;14.9;0.503;13;11.6;1.4
