Year;Tm;Player;Age;PER;TS%;TRB%;AST%;STL%
1997;WSB;Ashraf Amaya;25;8.8;0.382;21.1;2.9;2.5
1997;CHI;Bison Dele;27;13.7;0.453;13.5;13.5;1.2
1997;BOS;Nate Driggers;23;6.8;0.366;9.6;6.8;1.1
1997;UTA;Jamie Watson;24;11.5;0.545;8.7;11;4.5
1997;VAN;Rich Manning;26;7.7;0.427;10.4;2.7;1.3
1997;LAL;Rumeal Robinson;30;7.7;0.437;4.5;16.6;2.1
1997;POR;Randolph Childress;24;5;0.433;2.4;17.8;3
1997;BOS;Pervis Ellison;29;6.5;0.412;12;4.4;2
1997;DEN;Jeff McInnis;22;14.8;0.609;2.9;28.5;0.9
1997;LAC;Dwayne Schintzius;28;8.1;0.43;11.1;5.4;0.5
1997;VAN;Eric Leckner;30;6.3;0.482;17.7;5.9;1.4
1997;DEN;Eric Murdock;28;18.1;0.588;5.5;34.8;4.1
1997;ORL;Amal McCaskill;23;6.1;0.376;11.8;10.3;1.5
1997;GSW;Lou Roe;24;3;0.355;7.8;9;1.5
1997;DEN;LaSalle Thompson;35;-0.9;0.207;14.1;0;1.5
1997;PHO;Horacio Llamas Grey;23;10.5;0.539;10.4;6.2;5.1
1997;POR;Reggie Jordan;29;12.8;0.49;13.8;16.5;2.7
1997;PHO;Ben Davis;24;9.4;0.417;16.1;0;2.1
1997;UTA;Ruben Nembhard;24;13.8;0.479;5.3;19.3;3.4
1997;HOU;Charles Jones;39;6.3;0.4;8.1;4.3;1.1
1997;NJN;Chris Gatling;29;16.9;0.51;12.9;5.8;2.3
1997;VAN;Moochie Norris;23;8.2;0.248;7.8;38.7;2.4
1997;DEN;George Zidek;23;20.3;0.591;14.9;10.3;0.6
1997;PHO;Rumeal Robinson;30;9.7;0.503;4.7;15.1;0.6
1997;ATL;Darrin Hancock;25;16.2;0.527;9;14.6;4.5
1997;CHH;Tom Chambers;37;-3.9;0.29;10.2;7.2;0.7
1997;PHO;Mike Brown;33;11.1;0.488;17.6;8.2;0.6
1997;PHO;Chucky Brown;28;11.6;0.551;11.3;7.6;0
1997;MIL;Shawn Respert;24;4.4;0.453;5.2;14.2;0
1997;IND;Haywoode Workman;31;11;0.538;5.2;23.4;2
1997;CLE;Carl Thomas;27;8.5;0.43;11;18.4;1.5
1997;NJN;Jack Haley;33;19.6;0.441;23.4;11.6;0.7
1997;LAC;Rich Manning;26;10.9;0.423;12.8;2.5;0.7
1997;MIL;Keith Tower;26;0.6;0.304;7.6;2;1.5
1997;DAL;Stacey King;30;3.7;0.358;14.9;0;1.5
1997;SAS;Stephen Howard;26;19.5;0.716;7.8;2.4;6.4
1997;DET;Kenny Smith;31;14.7;0.551;4.9;26.6;0.9
1997;SAS;Jason Sasser;23;4.9;0.447;6.8;2.7;1.8
1997;POR;Aleksandar Djordjevic;29;12.5;0.687;4.9;13.1;0
1997;DAL;Stevin Smith;25;3.3;0.38;9.7;10.9;0.9
1997;ORL;Brian Evans;23;11.7;0.455;8;20.5;0.9
1997;PHI;Frankie King;24;15;0.521;12.9;13.2;3.4
1997;DEN;Elmer Bennett;26;-1.3;0.407;2.9;17.8;1.8
1997;SAS;Tim Kempton;33;-1;0.34;8.1;4.8;0.9
1997;IND;Brent Scott;25;7;0.484;9.8;9.6;1
1997;PHI;Joe Courtney;27;5.1;0.429;9.4;0;0
1997;PHO;Tony Dumas;24;1.3;0.352;2.3;8.7;0
1997;CLE;Shawnelle Scott;24;18.7;0.48;20.8;0;0
1997;TOR;Martin Lewis;21;10.9;0.47;7;13.1;1.1
1997;PHO;Dexter Boney;26;10.2;0.422;7.3;0;2.1
1997;SAS;Joe Courtney;27;2.4;0.357;8.7;0;0
1997;ORL;Kenny Smith;31;6.9;0.612;2.5;14.5;0
1997;TOR;Earl Cureton;39;4.9;0.376;11.5;13.1;0
1997;TOR;Brad Lohaus;32;2.4;0.333;9.1;3.5;1.2
1997;TOR;Benoit Benjamin;32;8.9;0.472;12;3.7;1.2
1997;MIL;Acie Earl;26;18.6;0.446;15.7;8.2;3.7
1997;TOR;Jimmy Oliver;27;4.7;0.396;6.8;3.6;2.5
1997;NJN;Evric Gray;27;2.8;0.388;3.9;7.2;1.2
1997;DAL;Fred Roberts;36;12.8;0.52;14.5;0;0
1997;MIL;Darrin Hancock;25;1.1;0.333;7.8;14.6;2.7
1997;SAS;Gaylon Nickerson;27;14.3;0.538;6.7;4.4;0
1997;IND;LaSalle Thompson;35;0.8;0.315;13.6;8;0
1997;IND;Reggie Williams;32;-1.5;0.253;12.6;9.3;0
1997;BOS;Stacey King;30;16;0.721;15.7;4.9;0
1997;MIA;James Scott;24;-4.1;0.056;11.1;13.2;3.4
1997;MIN;Reggie Jordan;29;25.2;0.765;7.6;6.7;3.4
1997;NJN;Robert Werdann;26;8.7;0.541;10.5;0;3.4
1997;DET;Randolph Childress;24;2.4;0.5;2.1;11.5;3.8
1997;LAL;Joe Kleine;35;4.2;0.338;17.1;0;0
1997;SEA;Steve Scheffler;29;7.2;0.825;6.2;0;0
1997;ORL;Donald Royal;30;5.8;0.51;2;6;0
1997;SAC;Lloyd Daniels;29;-10.5;0.188;8.3;5.2;1.9
1997;MIA;Martin Muursepp;22;11.9;0.422;11;21.1;0
1997;SEA;Antonio Harvey;26;23.2;0.55;23.2;6.8;0
1997;SAC;Devin Gray;24;15.8;0.313;21;12.6;6.3
1997;SAS;Devin Gray;24;-7.1;0.324;12.5;0;2.3
1997;POR;Ennis Whatley;34;5.1;0.5;8.1;20.5;0
1997;DEN;Jimmy King;23;12.7;0.387;5.2;14.1;7.1
1997;MIL;Jimmy Carruth;27;9.7;0.727;11.7;0;0
1997;DEN;Melvin Booker;24;-5.1;0.625;2.7;22.3;0
1997;POR;Ruben Nembhard;24;10.9;0.5;0;48.3;8.3
1997;ORL;Felton Spencer;29;17.1;1;18.5;8.6;0
1997;HOU;Elmer Bennett;26;32.1;0.579;3.6;39.1;6.5
1997;ATL;Anthony Miller;25;-4.6;0;29.8;0;0
1997;MIL;Cuonzo Martin;25;-19.9;0;4.7;10.2;0
1997;CHI;Matt Steigenga;26;7;0.307;14.1;22.3;4.4
1997;ATL;Derrick Alston;24;-9;0;21.7;0;0
1997;LAL;Larry Krystkowiak;32;27.2;0.521;25.9;40.9;9.6
1997;CHH;Eric Leckner;30;-10.1;0;5.5;12.1;0
1997;NYK;Chris Jent;27;16;0.5;6;19;0
1997;CHH;Jamie Feick;22;16.3;0.512;18.2;0;0
1997;ORL;Dell Demps;26;1.9;0.258;0;0;5.4
1997;DEN;Aaron Williams;25;19.1;0.6;28.5;0;0
1997;HOU;Joe Stephens;24;3;0.3;19.3;0;17.5
1997;DEN;Vincent Askew;30;0.9;0.773;0;0;0
1997;UTA;Brooks Thompson;26;-9.1;0;0;15.8;0
1997;SAS;Darrin Hancock;25;18.3;0.694;0;21.1;0
1997;WSB;Matt Fish;27;-3.7;0.333;41.8;0;0
1997;NJN;Vincent Askew;30;-2.3;0;0;0;0
1997;DAL;Jason Sasser;23;14.3;0.25;8.3;25.2;7.7
1997;WSB;Gaylon Nickerson;27;4.5;0.333;9.8;0;8.7
1997;SEA;Elmore Spencer;27;-7.3;0;0;0;10.6
1997;IND;Darvin Ham;23;22.5;0.798;0;0;10.8
1997;GSW;Clifford Rozier;24;-7.2;0;0;0;0
1997;MIA;Matt Fish;27;0;0;0;0;0
1997;MIA;Bruce Bowen;25;37.7;0;0;0;0
1998;DAL;Michael Finley;24;19.3;0.522;7.2;22.7;2.1
1998;CHH;Glen Rice;30;17.4;0.568;6.5;9.9;1.3
1998;DET;Grant Hill;25;21.2;0.52;11.3;31.5;2.4
1998;MIL;Ray Allen;22;16.2;0.539;7.5;19.3;1.8
1998;BOS;Antoine Walker;21;17.8;0.481;15.1;15.4;2.2
1998;MIN;Kevin Garnett;21;20.4;0.527;13.9;18.2;2.2
1998;SAS;Tim Duncan;21;22.6;0.577;17.6;13.7;0.9
1998;CLE;Wesley Person;26;15.1;0.583;7;10.3;2.2
1998;CHI;Michael Jordan;34;25.2;0.533;8.5;18;2.4
1998;PHI;Allen Iverson;22;20.4;0.535;5.4;30.6;3
1998;CHH;Anthony Mason;31;16.4;0.552;15.8;17.3;1.2
1998;SEA;Gary Payton;29;21.6;0.544;7.1;36.7;3.1
1998;PHO;Jason Kidd;24;16.4;0.502;9.5;35.6;2.7
1998;MIN;Stephon Marbury;20;16.3;0.505;4.2;36.1;1.7
1998;MIA;Tim Hardaway;31;20.6;0.53;5.8;41.3;2.4
1998;UTA;Karl Malone;34;27.9;0.597;17.1;20.9;1.7
1998;WAS;Rod Strickland;31;19.6;0.501;7.6;43.1;2.2
1998;ORL;Bo Outlaw;26;15.5;0.575;12.7;12.3;2
1998;VAN;Shareef Abdur-Rahim;21;21.1;0.562;11.3;13.5;1.6
1998;SEA;Vin Baker;26;20.4;0.564;13.3;9.3;1.7
1998;TOR;Doug Christie;27;16.2;0.53;7.7;16.3;3.4
1998;ATL;Dikembe Mutombo;31;19.8;0.584;18.8;4.8;0.6
1998;LAL;Eddie Jones;26;18;0.592;5.9;13.5;2.8
1998;POR;Rasheed Wallace;23;14.9;0.564;9.6;11.9;1.4
1998;ATL;Steve Smith;28;18.8;0.563;6.4;18.4;1.4
1998;CHI;Dennis Rodman;36;12.4;0.459;24.1;11.2;0.9
1998;NYK;Allan Houston;26;15.1;0.53;5.8;14.3;1.2
1998;CHH;David Wesley;27;15.2;0.532;4.5;30.2;2.6
1998;WAS;Calbert Cheaney;26;11.7;0.488;6.5;9.8;1.8
1998;SAC;Corliss Williamson;24;16;0.527;8.8;14.8;1.4
1998;NJN;Kerry Kittles;23;17.5;0.525;7.4;10.6;2.5
1998;WAS;Chris Webber;24;20.9;0.523;13.7;17.8;2.1
1998;ORL;Horace Grant;32;15.4;0.488;13;11;1.6
1998;IND;Reggie Miller;32;19.8;0.619;5;11.1;1.5
1998;POR;Isaiah Rider;26;15.2;0.514;7.2;15.7;1.1
1998;CLE;Shawn Kemp;28;17.5;0.512;16.5;13.6;2.1
1998;SEA;Detlef Schrempf;35;18.7;0.585;12.1;20.3;1.2
1998;NYK;Charles Oakley;34;13.1;0.475;15.9;12.1;2.4
1998;NJN;Kendall Gill;29;14.9;0.486;8.3;11.9;3
1998;LAL;Rick Fox;28;12.5;0.564;7.5;15.5;1.9
1998;ATL;Mookie Blaylock;30;16.1;0.462;7.4;29.5;3.7
1998;ATL;Tyrone Corbin;35;12;0.502;7.9;10.6;2.1
1998;SAS;Avery Johnson;32;14.1;0.514;3.2;36.2;1.7
1998;BOS;Ron Mercer;21;14.1;0.491;6.2;11.6;2.4
1998;GSW;Erick Dampier;22;14;0.502;14.4;6.1;0.8
1998;DAL;A.C. Green;34;12.8;0.496;14;7.3;1.6
1998;DEN;Dean Garrett;31;12.1;0.465;14.4;5.8;1.2
1998;MIA;Voshon Lenard;24;13.3;0.547;6.5;11.8;1.2
1998;DET;Bison Dele;28;18.1;0.542;15.8;7;1.4
1998;GSW;Donyell Marshall;24;15.5;0.474;12.8;11.2;1.9
1998;NJN;Sam Cassell;28;21;0.533;5.1;40.4;2.4
1998;SEA;Hersey Hawkins;31;15.4;0.594;7.7;12.8;3
1998;LAC;Lamond Murray;24;17.8;0.548;10.7;9.9;2.4
1998;DEN;LaPhonso Ellis;27;14.4;0.484;12.5;15.9;1.4
1998;SAC;Mitch Richmond;32;20.4;0.569;5;20.2;1.8
1998;WAS;Juwan Howard;24;15.2;0.515;10;13.6;1.7
1998;HOU;Kevin Willis;35;18.3;0.555;15.9;5.8;1.1
1998;CLE;Cedric Henderson;22;10.7;0.514;7.9;11.6;2
1998;VAN;Bryant Reeves;24;17.3;0.559;13.3;10.9;0.8
1998;DET;Lindsey Hunter;27;12.4;0.472;5.9;15.1;2.7
1998;LAC;Rodney Rogers;26;15.8;0.532;9.7;14.2;1.9
1998;CLE;Brevin Knight;22;17.1;0.515;6.3;43.7;4.2
1998;HOU;Clyde Drexler;35;19.8;0.531;8.3;27.6;2.7
1998;UTA;Jeff Hornacek;34;19.3;0.587;6.8;23.9;2.4
1998;SAS;David Robinson;32;27.8;0.581;18.2;15.9;1.4
1998;PHO;Antonio McDyess;23;20.3;0.571;14.7;7.5;2.2
1998;IND;Mark Jackson;32;17.2;0.501;8;46.7;1.9
1998;NYK;Larry Johnson;28;15.8;0.539;10;11.4;0.9
1998;CLE;Zydrunas Ilgauskas;22;19.7;0.564;18.6;5.7;1.2
1998;DAL;Hubert Davis;27;12.5;0.549;4;11.4;1
1998;MIA;P.J. Brown;28;15;0.522;15.8;7.2;1.5
1998;TOR;John Wallace;23;14.8;0.518;8.9;8.5;1.4
1998;PHO;Clifford Robinson;31;17.4;0.538;10.1;11.9;2
1998;SAC;Billy Owens;28;14.4;0.502;13.8;15.4;2.1
1998;NJN;Jayson Williams;29;18.7;0.541;21.8;4.5;1
1998;BOS;Walter McCarty;23;11.6;0.483;9.2;11.9;2.4
1998;POR;Arvydas Sabonis;33;20.9;0.581;18.2;16.9;1.5
1998;DET;Joe Dumars;34;14.3;0.549;2.7;18.9;1
1998;NJN;Keith Van Horn;22;15.7;0.516;10.1;7.9;1.5
1998;NYK;Charlie Ward;27;15.6;0.567;7.1;32.4;3.4
1998;LAC;Darrick Martin;26;12.3;0.509;4.1;23.2;1.9
1998;MIL;Glenn Robinson;25;16.8;0.522;8.2;13.8;1.6
1998;CHI;Ron Harper;34;14.7;0.503;7.3;16.4;2.5
1998;ATL;Christian Laettner;28;18.5;0.576;12.6;14.6;1.7
1998;SAC;Anthony Johnson;23;8.6;0.437;4.2;22.3;1.5
1998;PHO;Rex Chapman;30;14.4;0.521;4.5;14.8;1.6
1998;MIL;Ervin Johnson;30;15.6;0.564;18.5;4.2;1.9
1998;HOU;Charles Barkley;34;21.6;0.564;20.9;16.6;1.7
1998;MIN;Sam Mitchell;34;15.8;0.539;9.8;7.6;1.5
1998;CHI;Toni Kukoc;29;17.3;0.525;8.4;23.4;1.8
1998;WAS;Tracy Murray;26;17.3;0.563;7.1;6.5;1.6
1998;SAS;Jaren Jackson;30;9.7;0.511;5.4;11.4;1.5
1998;UTA;Bryon Russell;27;12.9;0.57;9.1;7;2.2
1998;HOU;Matt Maloney;26;10.5;0.539;3.8;15.6;1.5
1998;DEN;Anthony Goldwire;26;13.6;0.523;3.9;22.5;2.1
1998;LAL;Robert Horry;27;14.4;0.542;14;10.6;2.6
1998;IND;Antonio Davis;29;15.3;0.558;15.4;4.5;1.1
1998;NYK;John Starks;32;14.3;0.504;6.3;18.1;1.9
1998;NYK;Chris Mills;28;12.7;0.512;11.2;10.4;1.1
1998;IND;Chris Mullin;34;16.9;0.607;6.9;14.6;2.4
1998;DEN;Johnny Newman;34;14.9;0.547;3.8;12.2;1.9
1998;LAL;Shaquille O'Neal;25;28.8;0.587;17.7;13.5;0.9
1998;IND;Dale Davis;28;15.2;0.546;16.9;5.3;1.3
1998;PHI;Derrick Coleman;30;17.5;0.5;15.8;12.3;1.1
1998;MIL;Armen Gilliam;33;16.4;0.56;12.7;8.5;1.6
1998;IND;Rik Smits;31;19.9;0.532;14.6;9.9;1
1998;LAC;Lorenzen Wright;22;13.6;0.49;16.7;4.3;1.4
1998;MIL;Tyrone Hill;29;13.6;0.538;18;6.8;1.7
1998;LAL;Kobe Bryant;19;18.5;0.548;6.7;16;1.8
1998;LAL;Nick Van Exel;26;17.8;0.538;5.3;33.5;1.6
1998;UTA;Adam Keefe;27;14.5;0.605;13.3;6.7;1.4
1998;DEN;Bobby Jackson;24;13.6;0.453;8.7;29.5;2.8
1998;TOR;Damon Stoudamire;24;17.7;0.514;6;34.4;2
1998;TOR;Marcus Camby;23;15.9;0.448;13;9.4;1.8
1998;ATL;Alan Henderson;25;18.4;0.534;13;6.7;1.1
1998;HOU;Mario Elie;34;12.9;0.575;4.6;17.4;2.1
1998;MIL;Michael Curry;29;9.1;0.548;3;10.9;1.5
1998;VAN;Blue Edwards;32;14.5;0.521;6.3;17.2;2.3
1998;VAN;Antonio Daniels;22;9.9;0.465;4.2;26.6;1.5
1998;DAL;Khalid Reeves;25;13.1;0.522;5.3;19.8;2.2
1998;SEA;Dale Ellis;37;16.6;0.612;5.7;7.7;1.7
1998;MIA;Alonzo Mourning;27;22.4;0.595;16.9;5.2;1.1
1998;MIA;Dan Majerle;32;12.2;0.562;8.2;13;1.9
1998;POR;Brian Grant;25;16.7;0.561;16.8;7.7;1.2
1998;CHH;Bobby Phills;28;12.5;0.523;6.9;16;2.3
1998;PHI;Theo Ratliff;24;17.2;0.56;13.2;3.9;1.1
1998;UTA;John Stockton;35;21.8;0.628;5.6;47.8;2.6
1998;CLE;Derek Anderson;23;15.3;0.531;6.2;21.3;2.5
1998;CHH;Matt Geiger;28;20.2;0.544;17.1;7.6;2
1998;VAN;Lee Mayberry;27;9.2;0.489;3.6;27.7;1.8
1998;DAL;Shawn Bradley;25;17.7;0.463;15.8;5.9;1.5
1998;DEN;Danny Fortson;21;14.3;0.537;14.6;8;1.3
1998;CHH;Vlade Divac;29;19.4;0.539;17.3;15.8;2.5
1998;DAL;Dennis Scott;29;12.2;0.492;6.1;12.4;1.3
1998;DET;Jerry Stackhouse;23;16.8;0.53;6.3;17.5;1.8
1998;PHO;Danny Manning;31;19.8;0.554;12.8;13.6;2.1
1998;PHI;Jim Jackson;27;13.1;0.545;7.3;21.5;1.2
1998;MIN;Terry Porter;34;17.3;0.586;5.3;23.5;1.8
1998;MIL;Terrell Brandon;27;20.2;0.526;6;40;3.3
1998;LAL;Elden Campbell;29;16.4;0.527;14.4;6.9;1
1998;PHI;Tim Thomas;20;14.9;0.538;9.3;9.3;1.6
1998;ORL;Derek Harper;36;11.5;0.491;3.4;23.2;2.3
1998;SAC;Michael Stewart;22;12.9;0.486;16.9;5.2;0.9
1998;LAL;Derek Fisher;23;12.9;0.533;6.2;27;2.2
1998;MIL;Elliot Perry;28;11.5;0.485;3.8;22.1;2.7
1998;LAC;Eric Piatkowski;27;15.5;0.591;7.7;8.2;1.5
1998;MIA;Jamal Mashburn;25;14.1;0.533;8;13.3;1.4
1998;UTA;Howard Eisley;25;13.6;0.541;6;32.1;1.7
1998;SAS;Vinny Del Negro;31;11.1;0.493;5.1;17.5;1.2
1998;IND;Jalen Rose;25;14.1;0.545;6.9;16;1.8
1998;WAS;Terry Davis;30;10.5;0.524;16;2.5;1.3
1998;CHI;Luc Longley;29;13.5;0.492;11.5;15.5;1.1
1998;MIN;Cherokee Parks;25;13.6;0.533;14.6;4.7;1.1
1998;ORL;Nick Anderson;30;19.6;0.529;10.3;14.1;2.3
1998;NJN;Sherman Douglas;31;15.6;0.541;4.6;30.4;1.7
1998;BOS;Dana Barros;30;18.6;0.583;5.3;28.4;2.5
1998;SEA;Sam Perkins;36;13.6;0.55;9.1;10.3;2
1998;PHO;Steve Nash;23;15.6;0.556;5.6;25.2;2
1998;TOR;Reggie Slater;27;12.4;0.52;10.3;7.2;1.4
1998;CHI;Scottie Pippen;32;20.4;0.533;7.9;26.5;2.6
1998;GSW;Tony Delk;24;13.3;0.45;5.5;19.4;2.3
1998;GSW;Joe Smith;22;15.1;0.474;11;8;1.4
1998;DET;Malik Sealy;27;12.8;0.505;7.9;10.4;2.2
1998;ORL;Derek Strong;29;16.6;0.497;15.3;5.8;1
1998;HOU;Hakeem Olajuwon;35;20.8;0.531;16.7;15.8;2.7
1998;TOR;Oliver Miller;27;12.8;0.485;13.8;18.8;1.8
1998;UTA;Shandon Anderson;24;15.7;0.586;8.8;9.4;2.2
1998;NYK;Chris Childs;30;11.6;0.524;6.1;26.6;1.9
1998;MIN;Tom Gugliotta;28;20.5;0.561;12.8;17.9;2
1998;VAN;Otis Thorpe;35;13;0.523;13.6;16.3;1
1998;GSW;Muggsy Bogues;33;12.3;0.491;4.5;33.5;2.2
1998;IND;Travis Best;25;13.6;0.498;4.7;29.9;3
1998;DEN;Eric Washington;23;9.6;0.478;4.9;9.3;1.8
1998;BOS;Andrew DeClercq;24;13.2;0.53;15.2;5.9;2.9
1998;LAC;Maurice Taylor;21;16.1;0.521;11.1;6.6;1.2
1998;DEN;Tony Battie;21;13.3;0.477;13.7;7.6;1.9
1998;DAL;Erick Strickland;24;9.3;0.429;6;18.8;2
1998;BOS;Travis Knight;23;13.6;0.499;14.3;10.9;1.8
1998;VAN;George Lynch;27;16.8;0.526;13.9;13.8;2.3
1998;SAS;Will Perdue;32;14.8;0.557;20.7;6.1;0.8
1998;HOU;Eddie Johnson;38;13.1;0.524;6.1;10;1.1
1998;ORL;Rony Seikaly;32;15.8;0.524;14.2;8.6;0.9
1998;POR;Kenny Anderson;27;13.3;0.48;5.3;28.3;2.2
1998;GSW;Bimbo Coles;29;10.4;0.444;4.5;27.9;1.8
1998;SAC;Olden Polynice;33;14.7;0.464;16.8;12.7;1.3
1998;SAS;Chuck Person;33;8.3;0.494;8.1;9.3;1.1
1998;ATL;Eldridge Recasner;30;13;0.563;5.7;13.8;1.5
1998;UTA;Greg Foster;29;8.9;0.483;11.7;5.6;0.6
1998;POR;Stacey Augmon;29;10.3;0.457;9.5;9.8;2.1
1998;ORL;Mark Price;33;14.9;0.518;5.3;38.6;2
1998;VAN;Pete Chilcutt;29;12.6;0.526;12.4;11.3;1.9
1998;VAN;Sam Mack;27;12.4;0.519;5.4;11.9;1.5
1998;CLE;Vitaly Potapenko;22;11;0.517;13.6;7.4;1
1998;SAC;Terry Dehere;26;10.8;0.494;4.2;22.4;1.9
1998;MIA;Eric Murdock;29;15.7;0.52;6.6;26.4;4
1998;MIA;Isaac Austin;28;16.8;0.521;14.1;11.8;1.7
1998;NJN;Chris Gatling;30;16;0.496;14.2;6.7;2
1998;LAC;Brent Barry;26;14.9;0.564;6.1;16.4;1.9
1998;PHI;Aaron McKie;25;8.1;0.383;7;15.8;3.1
1998;PHO;Hot Rod Williams;35;11.5;0.525;13.7;5.1;1.3
1998;HOU;Brent Price;29;10.9;0.575;4.8;22.3;2.1
1998;MIN;Stanley Roberts;27;11.9;0.503;15.5;3.1;0.9
1998;IND;Derrick McKey;31;10.7;0.497;9.6;10.7;2.4
1998;SAS;Monty Williams;26;11.3;0.505;7.9;11.2;1.4
1998;BOS;Bruce Bowen;26;11;0.483;7.9;9.3;3.4
1998;DET;Jerome Williams;24;16.3;0.568;17.3;6.1;2.1
1998;BOS;Chauncey Billups;21;15.4;0.53;5.1;26.7;3.1
1998;PHO;Kevin Johnson;31;15.6;0.555;7.4;28.5;1.1
1998;PHI;Clarence Weatherspoon;27;13.7;0.497;15;5.1;1.8
1998;UTA;Greg Ostertag;24;12.5;0.494;18.1;2.9;1.2
1998;ORL;Danny Schayes;38;10.9;0.479;11.2;6;1.5
1998;GSW;Jim Jackson;27;13.2;0.466;7.3;23.5;1.6
1998;LAC;Pooh Richardson;31;10.3;0.411;4.4;28.1;1.8
1998;ORL;Gerald Wilkins;34;5.4;0.398;4.2;10.6;1.5
1998;ORL;Darrell Armstrong;29;15.7;0.509;7.6;33.4;2.6
1998;LAC;James Robinson;27;12.4;0.494;5.1;18.8;1.6
1998;PHO;George McCloud;30;12.7;0.507;10.5;10.8;2.3
1998;SEA;Jim McIlvaine;25;9.5;0.477;12.8;2.3;1.1
1998;ATL;Chucky Brown;29;10.5;0.472;9;7.7;1
1998;NJN;Michael Cage;36;10.1;0.531;14.8;3.6;2
1998;HOU;Matt Bullard;30;13.8;0.581;7.3;8.5;1.4
1998;TOR;Tracy McGrady;18;17.4;0.505;12.8;14;2.2
1998;MIN;Chris Carr;23;11.6;0.509;7.6;11.6;0.8
1998;CHI;Randy Brown;29;10.1;0.428;4.7;19.6;3.3
1998;MIN;Tom Hammonds;30;12.1;0.569;13.5;4.6;0.7
1998;BOS;Greg Minor;26;11.8;0.481;7.8;12.2;2.4
1998;WAS;Ben Wallace;23;13.4;0.495;16.4;2.3;2.8
1998;CHI;Steve Kerr;32;12.9;0.581;3.9;13.2;1.3
1998;PHO;Mark Bryant;32;10.2;0.545;12.8;6;1.7
1998;CHH;J.R. Reid;29;11.3;0.517;11.4;7.4;1.7
1998;CHI;Scott Burrell;27;15.7;0.516;10.3;9.5;3.1
1998;SAC;Lawrence Funderburke;27;16.2;0.534;11.9;10;0.9
1998;UTA;Antoine Carr;36;9.8;0.513;7.5;7.2;0.5
1998;WAS;Chris Whitney;26;14.8;0.512;6.1;27.7;1.7
1998;HOU;Rodrick Rhodes;24;7.7;0.439;3.9;16.1;3.1
1998;GSW;Clarence Weatherspoon;27;14.4;0.513;13.3;8;2.1
1998;CLE;Danny Ferry;31;7.5;0.479;6.8;9.5;1.3
1998;LAL;Corie Blount;29;11.9;0.572;16.4;5.2;1.4
1998;GSW;Brian Shaw;31;8.7;0.39;7.8;27.3;1.8
1998;DAL;Samaki Walker;21;14.4;0.502;16.4;4.1;1.6
1998;SEA;Greg Anthony;30;16.8;0.545;6.5;32.1;3.4
1998;SAS;Sean Elliott;29;9.5;0.495;7.1;10;1.3
1998;POR;Kelvin Cato;23;13.3;0.496;14.6;3.6;1.5
1998;POR;Gary Trent;23;16.7;0.547;13.5;10.5;1.4
1998;LAC;Stojko Vrankovic;34;9.4;0.454;15;5.5;0.6
1998;DET;Don Reid;24;11.4;0.574;10.5;4.2;1.4
1998;MIN;Anthony Peeler;28;15;0.533;5.9;18.1;2.7
1998;CHH;Dell Curry;33;15.1;0.536;6.3;12.9;1.7
1998;SAC;Tariq Abdul-Wahad;23;10.1;0.456;6.7;8.9;1.9
1998;CLE;Bob Sura;24;9.6;0.463;6.1;29.4;2.5
1998;TOR;Chauncey Billups;21;11.1;0.493;4.7;16.7;1.7
1998;TOR;Dee Brown;29;16.8;0.58;5.6;18.8;2.2
1998;PHI;Mark Davis;24;10.9;0.489;10;13.5;2.9
1998;HOU;Othella Harrington;24;13.7;0.547;13.6;4.4;0.6
1998;LAC;Isaac Austin;28;15.6;0.497;14.4;17.3;1
1998;WAS;Harvey Grant;32;7.5;0.406;10.7;6.3;1.3
1998;VAN;Tony Massenburg;30;14.9;0.536;14.9;4;1.5
1998;TOR;Walt Williams;27;13;0.504;7.5;13.1;2.4
1998;IND;Fred Hoiberg;25;11.2;0.517;8.5;8.1;2.5
1998;POR;Alvin Williams;23;11;0.519;4;16;1.9
1998;NYK;Chris Dudley;32;9.5;0.428;19.2;3.7;0.8
1998;NYK;Patrick Ewing;35;23.3;0.557;18.8;6.8;1
1998;MIA;Mark Strickland;27;17.4;0.572;14.7;5.6;1.2
1998;PHI;Eric Snow;24;12.5;0.49;5.2;30.5;3.8
1998;GSW;Felton Spencer;30;8.5;0.495;14.8;3.2;1.5
1998;BOS;Dee Brown;29;11.4;0.524;4.5;10.4;2.8
1998;POR;Jermaine O'Neal;19;12.7;0.498;14.5;3.6;1
1998;POR;Damon Stoudamire;24;14.5;0.469;5.8;36.8;2.2
1998;PHI;Scott Williams;29;12.1;0.492;15.1;6;1.1
1998;NJN;David Benoit;29;10;0.489;10.2;3.3;1.7
1998;DEN;Cory Alexander;24;17.8;0.569;7.3;32.1;3
1998;MIA;Terry Mills;30;7.7;0.481;11.4;8.1;1.3
1998;CHH;B.J. Armstrong;30;15.2;0.573;5.4;30;1.7
1998;SEA;Aaron Williams;26;13.4;0.575;11.6;3;1.3
1998;TOR;Zan Tabak;27;9.9;0.459;11.5;8.1;1
1998;PHI;Jerry Stackhouse;23;14.9;0.539;5.8;16.4;2.2
1998;LAC;Keith Closs;21;14;0.482;12.9;4.2;0.8
1998;DET;Grant Long;31;10;0.496;12.1;5.2;2.1
1998;CHH;Corey Beck;26;9.3;0.516;7.4;20.4;2.4
1998;NYK;Buck Williams;37;12.3;0.56;14.9;4.6;1.3
